Time,Temperature (°C),Pressure (kPa),Bottom Oil Temperature (°C),Top Oil Temperature (°C),BDV (kV),Health Index (%),Health Classification
4/22/2024,49,126,41,53,74,89,Good
4/22/2024,66,109,53,54,61,57,Bad
4/22/2024,62,120,44,48,73,77,Need_Maintenance
4/22/2024,48,117,43,47,74,82,Good
4/22/2024,63,115,50,58,61,77,Good
4/22/2024,65,109,50,58,58,65,Need Maintenance
4/22/2024,61,117,50,51,74,90,Bad
4/22/2024,70,108,53,55,55,69,Bad
4/22/2024,66,117,50,58,63,68,Bad
4/22/2024,47,119,40,48,76,94,Good
4/22/2024,49,125,44,50,78,76,Good
4/22/2024,63,115,52,57,59,68,Need Maintenance
4/22/2024,66,111,50,58,60,55,Bad
4/22/2024,47,127,40,48,79,95,Good
4/22/2024,56,120,49,58,70,75,Need_Maintenance
4/22/2024,59,116,50,58,68,90,Need_Maintenance
4/22/2024,62,120,49,58,62,74,Need_Maintenance
4/22/2024,62,115,47,49,56,81,Good
4/22/2024,65,120,50,58,64,77,Need_Maintenance
4/22/2024,67,112,51,56,64,65,Bad
4/22/2024,70,119,53,58,58,64,Bad
4/22/2024,70,115,51,58,55,72,Bad
4/22/2024,62,124,44,52,79,77,Need_Maintenance
4/22/2024,49,129,44,48,77,92,Good
4/22/2024,47,114,44,58,61,77,Need Maintenance
4/22/2024,47,128,41,49,77,94,Good
4/22/2024,60,120,44,50,62,80,Good
4/22/2024,59,120,51,55,61,72,Need Maintenance
4/22/2024,50,118,48,49,78,72,Good
4/22/2024,47,128,42,50,78,95,Good
4/22/2024,65,108,53,58,65,61,Bad
4/22/2024,48,126,41,50,77,95,Good
4/22/2024,50,126,42,51,77,93,Good
4/22/2024,58,117,52,58,64,76,Need_Maintenance
4/22/2024,48,127,42,51,78,93,Good
4/22/2024,47,122,43,50,73,95,Good
4/22/2024,66,117,52,55,62,66,Bad
4/22/2024,64,115,45,58,60,69,Bad
4/22/2024,61,121,51,54,61,82,Need Maintenance
4/22/2024,49,124,40,46,76,95,Good
4/22/2024,47,127,42,49,72,86,Good
4/22/2024,59,120,50,58,63,70,Good
4/22/2024,60,116,52,58,65,74,Bad
4/22/2024,63,110,51,58,55,55,Bad
4/22/2024,64,110,50,58,58,68,Bad
4/22/2024,48,127,43,48,79,94,Good
4/22/2024,49,129,45,51,79,95,Good
4/22/2024,47,126,42,49,79,93,Good
4/22/2024,48,117,42,50,78,93,Good
4/22/2024,58,114,42,58,67,73,Need Maintenance
4/22/2024,54,125,53,58,64,92,Need_Maintenance
4/22/2024,47,128,40,45,78,95,Good
4/22/2024,47,125,42,49,77,86,Good
4/22/2024,48,129,44,50,79,91,Good
4/22/2024,47,128,43,49,79,95,Good
4/22/2024,61,115,48,58,58,67,Need Maintenance
4/22/2024,62,115,53,58,63,75,Need_Maintenance
4/22/2024,67,116,48,58,62,62,Need_Maintenance
4/22/2024,50,121,44,49,79,95,Good
4/22/2024,47,128,41,48,78,91,Good
4/22/2024,50,129,45,50,77,92,Good
4/22/2024,48,126,42,50,79,92,Good
4/22/2024,52,127,43,48,73,95,Good
4/22/2024,64,116,51,57,61,74,Need Maintenance
4/22/2024,49,127,45,50,73,93,Good
4/22/2024,67,108,53,58,62,64,Bad
4/22/2024,52,119,42,50,75,76,Good
4/22/2024,57,123,49,58,66,80,Need_Maintenance
4/22/2024,62,120,50,57,69,78,Good
4/22/2024,69,112,50,58,58,62,Bad
4/22/2024,66,116,50,58,60,82,Bad
4/22/2024,70,110,50,58,61,55,Bad
4/22/2024,48,117,43,50,64,88,Good
4/22/2024,48,114,44,48,73,78,Good
4/22/2024,47,124,46,51,79,89,Good
4/22/2024,52,126,42,49,73,95,Good
4/22/2024,47,127,42,50,79,90,Good
4/22/2024,50,126,42,48,74,83,Good
4/22/2024,47,127,40,50,79,94,Good
4/22/2024,51,126,41,49,76,95,Good
4/22/2024,70,112,53,58,59,59,Bad
4/22/2024,61,121,42,57,76,72,Need Maintenance
4/22/2024,59,122,53,58,57,74,Need Maintenance
4/22/2024,52,126,42,51,71,95,Good
4/22/2024,47,128,40,50,74,92,Need Maintenance
4/22/2024,48,129,40,47,75,92,Good
4/22/2024,48,124,43,49,77,91,Good
4/22/2024,47,129,44,49,73,95,Good
4/22/2024,47,126,44,51,77,92,Good
4/22/2024,48,127,40,50,79,89,Good
4/22/2024,62,114,49,58,68,77,Good
4/22/2024,65,112,52,58,64,75,Bad
4/22/2024,61,120,43,58,65,70,Need Maintenance
4/22/2024,57,117,47,58,65,86,Need Maintenance
4/22/2024,47,115,52,49,60,67,Need Maintenance
4/22/2024,59,118,48,56,64,73,Need Maintenance
4/22/2024,47,129,40,51,79,95,Good
4/22/2024,58,117,52,55,63,67,Bad
4/22/2024,60,113,50,52,62,88,Good
4/22/2024,47,125,46,50,72,93,Good
4/22/2024,59,120,51,57,63,67,Need Maintenance
4/22/2024,57,121,42,52,78,87,Need Maintenance
4/22/2024,60,119,50,58,76,88,Need Maintenance
4/22/2024,49,128,41,49,74,94,Good
4/22/2024,70,108,53,58,59,59,Bad
4/22/2024,49,123,44,50,77,95,Good
4/22/2024,66,117,44,51,62,78,Need Maintenance
4/22/2024,52,117,45,50,73,80,Good
4/22/2024,61,119,45,51,61,84,Need Maintenance
4/22/2024,48,112,50,50,65,74,Bad
4/22/2024,70,108,53,58,55,56,Bad
4/22/2024,62,118,49,58,63,77,Bad
4/22/2024,66,114,53,58,61,64,Bad
4/22/2024,54,118,43,58,61,66,Bad
4/22/2024,52,115,43,49,79,83,Good
4/22/2024,47,126,41,50,76,91,Good
4/22/2024,60,114,52,56,61,78,Need Maintenance
4/22/2024,48,121,42,48,76,90,Good
4/22/2024,70,111,53,58,56,55,Bad
4/22/2024,47,117,42,50,72,75,Good
4/22/2024,69,108,53,58,62,63,Bad
4/22/2024,62,118,44,57,61,90,Need_Maintenance
4/22/2024,60,121,50,48,72,76,Good
4/22/2024,63,112,53,58,58,71,Bad
4/22/2024,59,117,49,58,65,75,Need_Maintenance
4/22/2024,62,124,51,58,63,77,Need_Maintenance
4/22/2024,70,108,53,58,56,55,Bad
4/22/2024,51,128,43,51,74,90,Good
4/22/2024,63,111,53,58,63,66,Bad
4/22/2024,65,117,53,58,69,77,Bad
4/22/2024,58,121,44,58,73,79,Good
4/22/2024,47,129,40,47,79,95,Good
4/22/2024,48,125,41,48,78,92,Good
4/22/2024,65,120,51,58,58,75,Need Maintenance
4/22/2024,50,119,43,50,75,94,Need Maintenance
4/22/2024,70,113,53,58,56,56,Bad
4/22/2024,61,118,43,58,66,83,Need Maintenance
4/22/2024,47,128,40,47,77,95,Good
4/22/2024,48,128,45,51,73,91,Good
4/22/2024,48,117,45,50,77,85,Need Maintenance
4/22/2024,48,126,40,49,75,81,Good
4/22/2024,58,124,43,49,64,71,Good
4/22/2024,47,126,42,47,77,91,Good
4/22/2024,47,127,40,46,79,95,Good
4/22/2024,47,129,43,51,76,77,Need Maintenance
4/22/2024,51,126,42,50,76,92,Good
4/22/2024,62,114,49,57,61,73,Bad
4/22/2024,47,127,42,48,75,95,Good
4/22/2024,67,115,53,58,59,66,Bad
4/22/2024,47,125,42,51,77,71,Good
4/22/2024,67,110,49,58,58,59,Bad
4/22/2024,60,114,50,58,60,76,Need Maintenance
4/22/2024,60,121,43,51,73,82,Need Maintenance
4/22/2024,47,123,45,50,76,77,Need Maintenance
4/22/2024,47,128,45,46,77,95,Good
4/22/2024,48,128,41,51,78,95,Good
4/22/2024,63,115,50,58,62,78,Bad
4/22/2024,60,117,42,57,79,90,Good
4/22/2024,47,125,41,49,74,90,Good
4/22/2024,62,113,50,58,62,79,Bad
4/22/2024,66,113,51,58,62,73,Bad
4/22/2024,49,118,45,51,73,81,Good
4/22/2024,61,127,42,53,73,73,Good
4/22/2024,47,129,40,49,79,92,Good
4/22/2024,58,120,49,56,64,75,Need Maintenance
4/22/2024,49,126,43,49,78,95,Good
4/22/2024,69,108,53,58,55,69,Bad
4/22/2024,58,117,45,51,73,92,Need Maintenance
4/22/2024,59,118,51,52,64,72,Good
4/22/2024,47,117,46,49,72,92,Need Maintenance
4/22/2024,58,118,41,54,75,87,Need Maintenance
4/22/2024,47,126,41,50,76,92,Good
4/22/2024,60,116,43,56,63,80,Bad
4/22/2024,58,109,50,58,60,59,Bad
4/22/2024,47,128,43,50,78,94,Good
4/22/2024,62,109,49,58,66,70,Need Maintenance
4/22/2024,49,125,44,51,76,78,Good
4/22/2024,61,112,50,58,60,74,Bad
4/22/2024,59,121,42,50,64,81,Bad
4/22/2024,56,116,49,58,63,73,Need Maintenance
4/22/2024,64,117,46,51,74,84,Need Maintenance
4/22/2024,51,115,45,51,73,84,Need Maintenance
4/22/2024,70,108,53,58,55,66,Bad
4/22/2024,69,110,53,58,55,64,Bad
4/22/2024,59,124,45,50,73,90,Good
4/22/2024,61,127,51,51,79,81,Good
4/22/2024,64,122,45,52,76,72,Need_Maintenance
4/22/2024,58,120,52,58,60,67,Need_Maintenance
4/22/2024,61,118,52,57,73,76,Bad
4/22/2024,67,113,53,57,63,72,Bad
4/22/2024,51,117,41,51,78,95,Good
4/22/2024,60,115,52,58,63,78,Bad
4/22/2024,47,127,40,47,78,95,Good
4/22/2024,59,114,52,58,62,79,Bad
4/22/2024,65,120,50,57,67,67,Good
4/22/2024,48,127,44,47,71,92,Good
4/22/2024,63,121,52,57,67,88,Need_Maintenance
4/22/2024,47,127,43,51,77,93,Good
4/22/2024,47,129,40,47,76,91,Good
4/22/2024,48,129,42,49,73,92,Need Maintenance
4/22/2024,61,113,49,58,64,71,Need Maintenance
4/22/2024,56,122,50,58,62,79,Need_Maintenance
4/22/2024,47,129,43,49,79,95,Good
4/22/2024,47,127,45,48,72,95,Need Maintenance
4/22/2024,63,114,52,51,74,78,Need Maintenance
4/22/2024,47,128,42,47,77,91,Good
4/22/2024,57,117,44,48,66,94,Good
4/22/2024,63,120,51,58,61,79,Bad
4/22/2024,62,115,53,51,66,58,Bad
4/22/2024,58,121,51,58,69,75,Good
4/22/2024,63,118,50,57,64,70,Bad
4/22/2024,62,114,44,58,67,73,Need_Maintenance
4/22/2024,58,114,52,58,64,72,Need_Maintenance
4/22/2024,70,108,53,58,59,55,Bad
4/22/2024,62,117,42,48,59,74,Need Maintenance
4/22/2024,49,119,43,50,74,83,Bad
4/22/2024,63,111,50,58,58,72,Bad
4/22/2024,50,128,46,52,76,90,Good
4/22/2024,50,115,43,50,75,94,Good
4/22/2024,48,114,42,53,79,92,Good
4/22/2024,56,117,53,58,67,73,Need_Maintenance
4/22/2024,48,114,44,50,75,82,Bad
4/22/2024,49,123,40,48,74,95,Good
4/22/2024,47,119,42,50,75,91,Need Maintenance
4/22/2024,47,128,42,53,69,92,Need_Maintenance
4/22/2024,51,125,43,50,75,95,Good
4/22/2024,57,121,49,58,66,73,Need_Maintenance
4/22/2024,56,125,44,49,72,93,Need_Maintenance
4/22/2024,50,127,43,52,77,85,Good
4/22/2024,61,119,50,58,63,75,Need_Maintenance
4/22/2024,65,120,52,58,61,80,Need Maintenance
4/22/2024,48,129,43,50,75,95,Good
4/22/2024,60,119,53,58,66,69,Bad
4/22/2024,61,127,45,49,75,78,Good
4/22/2024,67,108,52,58,64,64,Bad
4/22/2024,47,120,43,55,74,88,Need Maintenance
4/22/2024,59,121,48,58,65,80,Need_Maintenance
4/22/2024,61,123,44,48,61,77,Need Maintenance
4/22/2024,62,114,49,58,62,71,Need Maintenance
4/22/2024,48,129,45,49,78,95,Good
4/22/2024,49,119,46,57,72,95,Need Maintenance
4/22/2024,59,127,43,50,74,86,Need Maintenance
4/22/2024,60,117,44,56,74,86,Bad
4/22/2024,70,110,51,58,55,59,Bad
4/22/2024,51,118,42,48,76,95,Good
4/22/2024,47,124,42,47,79,94,Good
4/22/2024,47,115,45,50,73,95,Good
4/22/2024,51,122,44,49,79,94,Good
4/22/2024,51,126,42,49,76,90,Good
4/22/2024,64,119,51,53,65,70,Good
4/22/2024,47,128,42,49,76,91,Need Maintenance
4/22/2024,61,117,51,58,57,74,Need_Maintenance
4/22/2024,56,122,43,51,79,81,Good
4/22/2024,60,125,52,57,71,83,Good
4/22/2024,64,120,48,58,59,85,Need Maintenance
4/22/2024,50,124,42,49,73,93,Good
4/22/2024,55,117,47,53,73,88,Bad
4/22/2024,66,114,51,58,62,69,Bad
4/22/2024,47,128,44,48,77,94,Good
4/22/2024,69,108,51,58,58,62,Bad
4/22/2024,47,128,42,47,78,95,Good
4/22/2024,59,118,53,55,63,80,Need Maintenance
4/22/2024,47,127,41,50,77,94,Good
4/22/2024,47,127,40,50,79,95,Good
4/22/2024,60,118,43,51,72,72,Bad
4/22/2024,48,128,43,47,76,92,Good
4/22/2024,63,109,46,51,73,83,Bad
4/22/2024,62,119,50,58,63,70,Need Maintenance
4/22/2024,58,127,42,48,74,88,Good
4/22/2024,53,115,44,51,71,94,Good
4/22/2024,49,117,45,51,75,78,Need Maintenance
4/22/2024,48,119,41,51,79,88,Good
4/22/2024,61,113,45,52,73,95,Good
4/22/2024,66,109,53,58,59,61,Bad
4/22/2024,48,129,42,47,78,95,Good
4/22/2024,68,112,53,58,61,65,Bad
4/22/2024,58,111,41,49,71,86,Need Maintenance
4/22/2024,57,116,50,56,60,78,Good
4/22/2024,49,129,44,48,74,95,Good
4/22/2024,61,113,51,56,58,72,Bad
4/22/2024,50,123,44,52,77,91,Good
4/22/2024,62,122,53,58,65,79,Need_Maintenance
4/22/2024,47,126,43,49,74,95,Good
4/22/2024,60,117,42,49,76,94,Good
4/22/2024,66,120,51,58,64,74,Need Maintenance
4/22/2024,57,114,43,49,76,90,Need Maintenance
4/22/2024,61,120,44,50,63,72,Bad
4/22/2024,50,117,50,58,58,74,Need Maintenance
4/22/2024,66,115,52,58,60,83,Bad
4/22/2024,47,129,43,46,76,95,Good
4/22/2024,63,117,48,50,60,73,Good
4/22/2024,64,117,52,55,60,72,Need Maintenance
4/22/2024,63,115,45,50,62,91,Need Maintenance
4/22/2024,47,125,42,50,78,94,Good
4/22/2024,66,115,52,57,62,72,Need Maintenance
4/22/2024,65,122,51,48,75,79,Need Maintenance
4/22/2024,56,120,49,56,63,86,Need Maintenance
4/22/2024,61,111,53,58,67,71,Bad
4/22/2024,57,121,45,56,79,94,Need Maintenance
4/22/2024,54,127,44,51,72,72,Good
4/22/2024,50,129,45,50,76,92,Good
4/22/2024,60,118,41,50,77,86,Need Maintenance
4/22/2024,48,122,44,48,79,93,Good
4/22/2024,47,128,44,51,79,90,Good
4/22/2024,59,126,44,49,74,92,Good
4/22/2024,49,126,40,51,77,92,Good
4/22/2024,47,126,42,48,76,95,Good
4/22/2024,48,117,40,49,75,95,Good
4/22/2024,49,120,42,49,78,91,Good
4/22/2024,47,121,43,49,74,77,Good
4/22/2024,48,120,41,51,68,95,Good
4/22/2024,65,113,51,56,61,68,Need_Maintenance
4/22/2024,59,119,48,50,63,83,Good
4/22/2024,49,126,43,51,74,95,Good
4/22/2024,61,116,51,58,64,83,Need Maintenance
4/22/2024,48,123,41,50,60,80,Need Maintenance
4/22/2024,47,127,42,52,69,91,Good
4/22/2024,58,124,51,58,62,84,Need_Maintenance
4/22/2024,59,118,44,49,70,79,Need Maintenance
4/22/2024,70,109,52,58,55,61,Bad
4/22/2024,60,120,52,52,61,74,Need Maintenance
4/22/2024,63,120,53,53,68,82,Need_Maintenance
4/22/2024,64,113,53,58,57,67,Bad
4/22/2024,61,115,49,57,62,93,Good
4/22/2024,47,128,40,46,77,94,Good
4/22/2024,63,119,52,58,65,62,Bad
4/22/2024,66,113,51,58,57,71,Bad
4/22/2024,67,117,53,58,63,64,Bad
4/22/2024,48,120,44,48,75,88,Good
4/22/2024,49,128,43,50,79,89,Good
4/22/2024,59,113,52,58,61,77,Need_Maintenance
4/22/2024,64,117,51,58,60,79,Bad
4/22/2024,59,118,44,52,74,82,Need Maintenance
4/22/2024,62,119,44,51,78,91,Good
4/22/2024,70,112,53,58,60,58,Bad
4/22/2024,56,121,50,58,66,89,Need Maintenance
4/22/2024,58,119,53,58,56,80,Need Maintenance
4/22/2024,48,127,42,47,77,94,Good
4/22/2024,60,120,50,57,60,86,Need Maintenance
4/22/2024,48,119,42,51,78,93,Good
4/22/2024,48,123,44,48,78,80,Good
4/22/2024,50,128,43,51,73,81,Good
4/22/2024,49,129,41,47,75,95,Good
4/22/2024,47,120,47,51,76,88,Good
4/22/2024,47,128,43,49,78,87,Good
4/22/2024,51,125,41,51,74,87,Good
4/22/2024,67,110,53,58,56,69,Bad
4/22/2024,66,113,52,58,60,69,Bad
4/22/2024,51,120,42,49,75,79,Good
4/22/2024,67,114,46,58,62,64,Bad
4/22/2024,49,117,44,50,76,72,Good
4/22/2024,57,114,46,50,74,69,Good
4/22/2024,49,127,45,50,77,93,Good
4/22/2024,60,113,52,58,65,67,Bad
4/22/2024,59,125,53,58,61,75,Need Maintenance
4/22/2024,63,118,44,51,65,81,Need Maintenance
4/22/2024,60,120,49,58,66,68,Bad
4/22/2024,47,126,41,49,79,90,Good
4/22/2024,69,109,49,58,59,70,Bad
4/22/2024,48,125,41,48,73,95,Good
4/22/2024,57,122,50,58,74,75,Need Maintenance
4/22/2024,61,115,51,58,61,69,Need_Maintenance
4/22/2024,63,119,51,58,62,80,Good
4/22/2024,48,120,43,49,77,93,Good
4/22/2024,58,116,50,58,65,65,Bad
4/22/2024,50,126,43,51,75,70,Good
4/22/2024,68,108,50,58,55,67,Bad
4/22/2024,49,118,44,58,74,89,Good
4/22/2024,64,120,49,58,59,78,Need Maintenance
4/22/2024,47,125,43,50,72,82,Need Maintenance
4/22/2024,49,124,42,50,72,89,Good
4/22/2024,47,119,41,52,78,92,Good
4/22/2024,57,117,48,56,64,69,Need Maintenance
4/22/2024,59,122,44,58,62,78,Need Maintenance
4/22/2024,61,114,48,52,63,81,Bad
4/22/2024,47,125,47,50,73,91,Good
4/22/2024,48,128,43,49,77,90,Good
4/22/2024,48,129,44,47,78,95,Good
4/22/2024,52,129,41,52,74,95,Good
4/22/2024,62,125,46,57,63,83,Good
4/22/2024,48,119,40,50,72,93,Need Maintenance
4/22/2024,62,115,51,58,62,72,Bad
4/22/2024,55,119,49,58,64,87,Need Maintenance
4/22/2024,48,129,41,50,79,95,Good
4/22/2024,59,119,41,48,73,80,Need Maintenance
4/22/2024,61,117,52,58,61,68,Need_Maintenance
4/22/2024,60,117,52,57,68,83,Good
4/22/2024,49,118,44,50,77,91,Good
4/22/2024,47,123,43,50,73,95,Good
4/22/2024,47,119,44,49,77,94,Good
4/22/2024,49,117,44,52,76,92,Good
4/22/2024,48,114,45,52,75,69,Need Maintenance
4/22/2024,50,129,42,49,77,92,Good
4/22/2024,47,126,41,49,78,90,Good
4/22/2024,66,113,53,57,57,79,Need Maintenance
4/22/2024,48,129,41,49,79,95,Good
4/22/2024,62,123,53,58,65,70,Need_Maintenance
4/22/2024,60,111,45,58,78,80,Good
4/22/2024,47,128,43,47,65,88,Good
4/22/2024,60,122,44,51,73,88,Good
4/22/2024,49,125,43,51,72,93,Good
4/22/2024,47,127,44,49,79,85,Good
4/22/2024,64,115,50,58,59,71,Need_Maintenance
4/22/2024,58,117,51,58,69,68,Need Maintenance
4/22/2024,63,120,51,58,65,70,Bad
4/22/2024,60,116,41,49,75,94,Good
4/22/2024,56,120,50,58,64,83,Need_Maintenance
4/22/2024,48,128,43,47,74,92,Good
4/22/2024,62,117,53,57,60,76,Bad
4/22/2024,67,108,53,58,55,61,Bad
4/22/2024,48,128,45,49,79,95,Good
4/22/2024,61,127,41,50,77,95,Good
4/22/2024,58,116,44,50,61,75,Good
4/22/2024,51,119,51,51,63,81,Good
4/22/2024,48,119,45,49,68,88,Need Maintenance
4/22/2024,47,126,44,49,77,80,Good
4/22/2024,50,121,45,50,76,89,Bad
4/22/2024,61,117,49,58,61,82,Good
4/22/2024,57,117,45,58,74,68,Bad
4/22/2024,65,116,53,58,65,58,Bad
4/22/2024,47,114,46,52,79,83,Good
4/22/2024,50,125,46,52,72,86,Bad
4/22/2024,47,129,40,51,73,92,Good
4/22/2024,47,129,44,51,77,93,Good
4/22/2024,62,117,51,58,62,81,Bad
4/22/2024,47,128,45,53,76,95,Need_Maintenance
4/22/2024,64,121,50,58,64,70,Need Maintenance
4/22/2024,50,117,45,48,71,81,Need Maintenance
4/22/2024,70,112,53,51,73,62,Bad
4/22/2024,57,119,47,57,61,69,Need Maintenance
4/22/2024,63,119,47,57,63,65,Need Maintenance
4/22/2024,48,123,43,48,78,77,Good
4/22/2024,50,126,42,47,78,95,Good
4/22/2024,60,119,50,56,63,78,Need Maintenance
4/22/2024,65,111,52,58,62,69,Bad
4/22/2024,68,109,53,58,60,61,Bad
4/22/2024,47,120,47,53,79,81,Need_Maintenance
4/22/2024,68,114,52,58,58,76,Bad
4/22/2024,60,120,53,58,64,75,Need_Maintenance
4/22/2024,61,122,43,56,58,75,Need Maintenance
4/22/2024,59,116,48,58,66,78,Need_Maintenance
4/22/2024,57,120,43,48,75,78,Good
4/22/2024,49,112,44,50,75,93,Need Maintenance
4/22/2024,64,112,50,58,59,67,Need Maintenance
4/22/2024,64,110,53,58,59,58,Bad
4/22/2024,66,108,53,58,74,71,Bad
4/22/2024,48,129,41,46,73,91,Good
4/22/2024,59,120,52,58,63,73,Need Maintenance
4/22/2024,70,108,50,58,58,61,Bad
4/22/2024,65,115,52,56,64,67,Bad
4/22/2024,47,127,42,49,74,92,Good
4/22/2024,68,108,53,58,55,55,Bad
4/22/2024,48,127,44,50,76,95,Need Maintenance
4/22/2024,50,121,42,50,78,92,Good
4/22/2024,60,126,43,48,79,89,Good
4/22/2024,66,111,53,58,59,63,Bad
4/22/2024,59,120,49,58,61,72,Bad
4/22/2024,65,119,50,56,55,72,Need Maintenance
4/22/2024,63,117,53,57,76,81,Bad
4/22/2024,47,128,41,47,79,95,Good
4/22/2024,66,110,52,58,59,85,Bad
4/22/2024,61,128,49,58,60,69,Need Maintenance
4/22/2024,67,116,40,57,73,89,Good
4/22/2024,47,117,43,50,76,89,Good
4/22/2024,60,120,50,58,68,79,Bad
4/22/2024,62,118,45,58,59,78,Need Maintenance
4/22/2024,70,109,53,58,57,64,Bad
4/22/2024,48,120,45,52,72,77,Need_Maintenance
4/22/2024,56,115,46,51,58,73,Need Maintenance
4/22/2024,47,126,46,48,77,91,Good
4/22/2024,67,116,53,57,61,83,Need Maintenance
4/22/2024,50,123,45,50,79,95,Good
4/22/2024,65,115,50,56,64,62,Bad
4/22/2024,50,126,44,48,79,91,Good
4/22/2024,68,121,53,58,63,79,Good
4/22/2024,62,117,52,58,67,70,Need_Maintenance
4/22/2024,56,126,43,56,74,93,Good
4/22/2024,50,129,44,51,73,87,Good
4/22/2024,61,120,48,58,61,80,Need Maintenance
4/22/2024,47,127,43,49,76,93,Good
4/22/2024,68,114,50,58,59,64,Bad
4/22/2024,47,127,44,46,79,93,Good
4/22/2024,58,123,53,56,62,81,Need Maintenance
4/22/2024,68,118,51,58,61,73,Bad
4/22/2024,62,117,48,56,67,87,Bad
4/22/2024,51,118,47,51,78,93,Good
4/22/2024,49,124,41,47,74,92,Good
4/22/2024,60,112,52,58,57,67,Bad
4/22/2024,56,125,49,56,64,85,Need Maintenance
4/22/2024,61,119,52,58,64,65,Bad
4/22/2024,61,117,49,58,66,77,Need_Maintenance
4/22/2024,63,112,50,57,62,78,Need Maintenance
4/22/2024,59,119,46,56,73,79,Need Maintenance
4/22/2024,66,114,53,57,65,72,Need Maintenance
4/22/2024,61,120,49,50,60,89,Need Maintenance
4/22/2024,58,117,51,49,62,69,Good
4/22/2024,48,120,44,49,73,95,Need Maintenance
4/22/2024,62,115,45,51,59,90,Need Maintenance
4/22/2024,47,128,40,49,63,95,Good
4/22/2024,61,117,53,51,59,61,Bad
4/22/2024,49,118,45,49,62,83,Bad
4/22/2024,58,119,53,49,76,91,Need_Maintenance
4/22/2024,60,121,50,58,63,81,Bad
4/22/2024,50,128,40,50,79,89,Good
4/22/2024,51,114,51,58,75,75,Need Maintenance
4/22/2024,52,124,42,50,72,86,Good
4/22/2024,59,121,45,52,72,90,Good
4/22/2024,61,118,42,58,72,75,Bad
4/22/2024,47,127,44,48,74,94,Good
4/22/2024,70,108,53,58,55,64,Bad
4/22/2024,49,128,47,49,77,95,Good
4/22/2024,59,122,51,58,64,81,Need Maintenance
4/22/2024,47,125,44,48,75,95,Good
4/22/2024,47,129,41,51,77,92,Good
4/22/2024,66,116,50,55,61,65,Need_Maintenance
4/22/2024,49,125,42,51,74,94,Good
4/22/2024,65,117,47,58,61,68,Need_Maintenance
4/22/2024,69,109,53,58,56,69,Bad
4/22/2024,65,108,52,58,61,75,Bad
4/22/2024,68,113,53,58,57,65,Bad
4/22/2024,58,116,50,57,65,82,Need_Maintenance
4/22/2024,62,122,53,57,64,81,Need Maintenance
4/22/2024,61,120,46,58,65,84,Good
4/22/2024,48,127,41,50,74,78,Good
4/22/2024,49,128,42,50,76,94,Good
4/22/2024,48,119,42,50,75,95,Good
4/22/2024,62,112,43,58,75,80,Bad
4/22/2024,50,121,44,56,77,89,Need_Maintenance
4/22/2024,47,126,42,47,79,95,Good
4/22/2024,57,123,49,58,65,83,Need Maintenance
4/22/2024,48,129,44,50,75,91,Good
4/22/2024,52,121,43,51,58,80,Good
4/22/2024,47,124,46,51,75,95,Good
4/22/2024,49,126,41,48,77,95,Good
4/22/2024,47,129,42,48,79,94,Good
4/22/2024,48,128,41,49,78,93,Good
4/22/2024,47,129,40,50,77,95,Good
4/22/2024,47,126,44,50,79,95,Good
4/22/2024,47,126,41,50,79,95,Good
4/22/2024,50,129,40,49,75,93,Good
4/22/2024,64,122,51,58,63,65,Need_Maintenance
4/22/2024,47,127,46,50,70,95,Need Maintenance
4/22/2024,47,127,40,47,79,85,Good
4/22/2024,62,120,51,58,59,72,Need Maintenance
4/22/2024,58,122,51,58,68,74,Need_Maintenance
4/22/2024,49,125,42,48,77,94,Good
4/22/2024,69,108,53,57,57,67,Bad
4/22/2024,64,124,51,58,66,69,Good
4/22/2024,56,116,51,56,64,79,Need Maintenance
4/22/2024,64,118,51,58,60,71,Bad
4/22/2024,64,118,49,58,61,69,Need Maintenance
4/22/2024,52,125,42,52,72,90,Good
4/22/2024,61,122,50,56,62,80,Good
4/22/2024,48,118,42,54,70,77,Good
4/22/2024,70,110,52,58,59,75,Bad
4/22/2024,47,129,44,50,77,95,Good
4/22/2024,48,128,43,49,75,91,Good
4/22/2024,69,117,50,58,62,87,Bad
4/22/2024,55,124,51,50,75,85,Bad
4/22/2024,58,119,51,50,64,71,Need_Maintenance
4/22/2024,49,109,41,53,73,75,Need Maintenance
4/22/2024,47,125,44,48,79,95,Good
4/22/2024,49,118,41,51,79,95,Good
4/22/2024,59,121,42,49,74,91,Good
4/22/2024,62,116,52,58,74,82,Need Maintenance
4/22/2024,47,121,44,51,75,94,Good
4/22/2024,63,119,44,52,64,76,Bad
4/22/2024,65,108,52,58,62,63,Bad
4/22/2024,69,118,53,58,60,63,Bad
4/22/2024,61,118,50,58,65,87,Need Maintenance
4/22/2024,50,129,42,49,79,90,Good
4/22/2024,47,126,42,50,79,93,Good
4/22/2024,51,129,41,50,79,92,Good
4/22/2024,52,127,44,51,79,92,Good
4/22/2024,61,112,51,58,66,77,Bad
4/22/2024,47,127,40,51,79,92,Good
4/22/2024,67,113,48,58,66,63,Need_Maintenance
4/22/2024,60,114,50,58,63,73,Bad
4/22/2024,49,129,45,50,74,95,Good
4/22/2024,49,129,42,49,75,95,Good
4/22/2024,57,129,45,50,78,61,Good
4/22/2024,47,122,47,50,74,89,Need Maintenance
4/22/2024,62,116,53,58,72,63,Bad
4/22/2024,63,121,51,56,62,81,Need Maintenance
